Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Week_Return,Month_Return,Cumulative_std_Daily_Return,Cumulative_std_Week_Return,Cumulative_std_Month_Return,Indicator_Daily_Return,Indicator_Week_Return,Indicator_Month_Return
0,2010-01-04,22.75325965881348,23.08927726745605,22.7436580657959,22.80126190185547,9.74461269378662,1566475,,,,,,,0,0,0
1,2010-01-05,22.79166030883789,23.03167533874512,22.503644943237305,23.02207374572754,9.838983535766602,1334926,0.009637602758282309,,,,,,0,0,0
2,2010-01-06,22.84926414489746,22.99327278137207,22.618852615356445,22.90686798095703,9.789749145507812,818392,-0.0050167063319053245,,,0.010362161331275342,,,-1,0,0
3,2010-01-07,22.7436580657959,22.83966445922852,22.57084846496582,22.7436580657959,9.71999454498291,1114417,-0.007150437232055954,,,0.009139108902424151,,,-1,0,0
4,2010-01-08,22.618852615356445,22.75325965881348,21.841209411621094,22.513246536254883,9.621521949768066,1196704,-0.010182469277150665,,,0.008802714779169519,,,-1,0,0
5,2010-01-11,22.513246536254883,22.99327278137207,22.513246536254883,22.75325965881348,9.724098205566406,1671365,0.010604545920594647,-0.002107464162235104,,0.00980344678773362,,,1,0,0
6,2010-01-12,22.561248779296875,22.897266387939453,22.47484397888184,22.79166030883789,9.74051284790039,960780,0.0016862762806973066,-0.010058790639820032,,0.008810590421475391,0.005622436871728447,,1,-1,0
7,2010-01-13,22.609251022338867,22.98367118835449,22.513246536254883,22.94527053833008,9.80615520477295,1228057,0.006717145388703834,0.0016750610807889925,,0.008442150207333758,0.00598907847903856,,1,1,0
8,2010-01-14,22.887666702270508,22.897266387939453,22.311634063720703,22.32123565673828,9.539461135864258,973383,-0.02757334156287897,-0.018747843250033928,,0.012744637009334824,0.009058657180303454,,-1,-1,0
9,2010-01-15,22.561248779296875,22.561248779296875,21.9564151763916,21.98521614074707,9.395856857299805,886930,-0.015168263078719145,-0.023733637051602422,,0.01262962911401598,0.010746776488241842,,-1,-1,0
10,2010-01-18,22.177227020263672,22.27323341369629,21.975616455078125,22.081222534179688,9.4368896484375,427059,0.004357354404934607,-0.02998082856726254,,0.012200492616355849,0.012451209909860818,,1,-1,0
11,2010-01-19,22.062021255493164,22.311634063720703,21.89881134033203,22.21562957763672,9.494332313537598,1073169,0.006068487918573856,-0.02559861692938601,,0.011907612588292567,0.0122063292003761,,1,-1,0
12,2010-01-20,21.93721389770508,22.12922477722168,21.64919853210449,21.74520301818848,9.293285369873049,1046608,-0.02140289386863109,-0.053718656186720865,,0.012613611273074733,0.017613109443678613,,-1,-1,0
13,2010-01-21,21.88921165466309,21.975616455078125,21.02516365051269,21.02516365051269,8.985560417175293,1659387,-0.033673192877815866,-0.05981850750165766,,0.014621731522453552,0.021097616176689173,,-1,-1,0
14,2010-01-22,21.03476333618164,21.505189895629883,20.698745727539062,20.833152770996094,8.903497695922852,1769172,-0.009174388399567558,-0.053824632822506116,,0.014070006538437188,0.021922902745867417,,-1,-1,0
15,2010-01-26,21.00596237182617,21.553192138671875,20.7851505279541,21.505189895629883,9.19071102142334,3545428,0.03174869545353256,-0.02643329177390813,,0.016765736827664024,0.02080082270396879,,1,-1,0
16,2010-01-27,21.169170379638672,21.601194381713867,20.967559814453125,21.12116813659668,9.02658748626709,815579,-0.018018529691536878,-0.050520309384018865,,0.016577284707520058,0.02091780901283707,,-1,-1,0
17,2010-01-28,21.46678733825684,21.82200813293457,21.29397773742676,21.505189895629883,9.19071102142334,2839530,0.01801852969153693,-0.011098885823850815,,0.016976923401365217,0.020660870977221732,,1,-1,0
18,2010-01-29,21.601194381713867,21.93721389770508,21.47638893127441,21.62039566040039,9.239947319030762,2145818,0.005342816211642582,0.02791712326560751,,0.016599695003181567,0.024846572120928508,,1,1,0
19,2010-02-01,21.59159469604492,21.9276123046875,21.12116813659668,21.14996910095215,9.038896560668944,2513819,-0.021998668166344267,0.015092843498830779,,0.016713175503383474,0.025983788666263778,,-1,1,0
20,2010-02-02,21.24597549438477,21.45718765258789,21.02516365051269,21.12116813659668,9.02658748626709,5058678,-0.0013626777368351524,-0.018018529691536878,,0.016277748416406147,0.025116930701109506,,0,-1,0
21,2010-02-03,21.130769729614254,21.553192138671875,21.130769729614254,21.533992767333984,9.203020095825195,1298469,0.019356978715048965,0.019356978715048965,,0.016652685682567347,0.026232066641830764,,1,1,0
22,2010-02-04,21.524391174316406,21.524391174316406,20.08431053161621,20.19951820373535,8.63270092010498,6345065,-0.0639739926990625,-0.06263554367555035,-0.12115712817895617,0.020847965602843122,0.027466188151705068,,-1,-1,0
23,2010-02-05,19.68108940124512,19.91150283813477,18.817041397094727,19.441076278686523,8.308566093444824,3835100,-0.03827059119276083,-0.10624895107995369,-0.16906532212999925,0.02148378161589092,0.033058389983154406,0.033876208817182896,-1,-1,-1
24,2010-02-08,19.54668235778809,20.19951820373535,19.45067596435547,19.86349868774414,8.489094734191895,1999576,0.021495649031750667,-0.06275463388185877,-0.1425529667663432,0.02179808794356443,0.03322576052343444,0.02399959007787793,1,-1,-1
25,2010-02-09,20.14191436767578,20.62194061279297,20.0459098815918,20.4011287689209,8.718865394592285,2315288,0.02670642046779848,-0.0346855356772251,-0.10869610906648866,0.0223044359953489,0.03242174333451039,0.026460485697189555,1,-1,-1
26,2010-02-10,20.37232780456543,20.689144134521484,20.247520446777344,20.65074348449707,8.825544357299805,694753,0.012161091721507287,-0.04188142267076676,-0.08635254806783083,0.02209524237226285,0.031780444216340215,0.031711489408205014,1,-1,-1
27,2010-02-11,20.64114189147949,21.3803825378418,20.64114189147949,21.082767486572266,9.010177612304688,1550226,0.020704677147028294,0.04279724717532401,-0.07625241684139711,0.022173887045411837,0.03442866422912244,0.034781895882049725,1,1,-1
28,2010-02-12,20.919557571411133,21.10196876525879,20.34352684020996,21.03476333618164,8.989663124084473,2600272,-0.002279533972660484,0.07878830439542442,-0.08021822709475476,0.021759703515947776,0.0398297501645249,0.034714198902632144,-1,1,-1
